time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.097009,-0.2623,-0.0159,-0.1754,0.316
2.107219,-0.3399,0.2280,-0.6857,0.799
2.117133,-0.4970,0.4629,-1.0736,1.270
2.127561,-0.3811,0.5907,-1.1931,1.385
2.137196,-0.3460,0.6606,-0.9171,1.182
2.147080,-0.5964,0.5253,-0.6560,1.031
2.156957,-0.7407,0.0671,-0.0864,0.749
2.167273,0.0328,-0.1650,-0.4605,0.490
2.178543,0.6794,-0.3867,-0.0250,0.782
2.187179,0.8290,-0.4906,-0.2372,0.992
2.197089,1.0409,-0.1239,-0.1544,1.060
2.207058,0.6486,-0.2379,0.2529,0.736
2.220046,0.7961,-0.3524,0.5271,1.018
2.228260,1.1478,-0.5166,0.5909,1.390
2.237231,1.3138,-0.7603,0.2792,1.543
2.247097,0.7403,-1.1423,0.5509,1.468
2.257135,-0.4945,-0.7793,1.9036,2.116
2.267710,-1.3466,-0.8195,2.1550,2.670
2.278177,-1.6802,-0.7134,1.8139,2.573
2.287138,-1.9154,-0.7446,2.0418,2.897
2.299017,-0.9487,-1.0707,1.9319,2.404
2.306901,0.4868,-0.9553,1.3801,1.748
2.317184,2.9020,-0.9882,0.6699,3.138
2.330782,3.5242,-0.1384,-1.2185,3.731
2.338382,-0.2684,1.2112,-3.2859,3.512
2.347031,-2.5492,2.1888,-4.3563,5.502
2.357077,-1.5377,1.6592,-0.6903,2.365
2.367244,-1.8478,1.2981,0.6107,2.339
2.378103,-2.3317,1.5149,-1.0640,2.977
2.387281,-1.1785,1.3405,-1.6943,2.461
2.397388,-0.1793,0.7455,-0.7432,1.068
2.407011,0.0528,0.2979,-0.2924,0.421
2.417070,0.0696,-0.1890,0.3458,0.400
2.428436,-0.0302,-0.6272,1.7710,1.879
2.437187,-0.3450,-0.7722,1.8296,2.016
2.447609,-0.4741,-1.1144,1.6122,2.016
2.457484,-0.0161,-0.9569,1.2026,1.537
2.467152,0.7944,-0.8981,0.4931,1.296
2.481531,1.1970,-0.8298,0.1580,1.465
2.487316,1.2228,-0.7127,-0.0001,1.415
2.497560,0.7151,-0.4096,0.2340,0.857
2.507094,0.2311,-0.0969,0.2233,0.336
2.517097,-0.5934,0.0489,-0.0425,0.597
2.529828,-0.2622,0.1460,-0.4176,0.514
2.537792,0.2334,0.4689,-0.7245,0.894
2.547962,-0.1326,0.4194,-0.5534,0.707
2.557112,-0.5477,0.4389,-0.5026,0.863
2.567395,-0.6316,0.3314,-0.2390,0.752
2.578587,-0.3651,0.1361,-0.0948,0.401
2.587283,0.1643,-0.1570,0.0193,0.228
2.597168,0.6160,-0.4110,0.1629,0.758
2.607238,0.6880,-0.5083,0.2480,0.891
2.617716,0.4499,-0.4881,0.2649,0.715
2.629551,0.2246,-0.3800,0.1351,0.462
2.637577,0.2265,-0.3012,0.1517,0.406
2.647517,0.1611,-0.1733,0.0497,0.242
2.657379,-0.1482,0.0230,-0.1204,0.192
2.667301,-0.0855,0.1018,-0.0456,0.141
2.679155,-0.1502,0.0040,-0.1175,0.191
2.687107,-0.1467,0.2495,0.0457,0.293
2.697377,-0.3691,0.1517,0.2875,0.492
2.707204,-0.5927,0.1518,0.2666,0.667
2.717887,-0.4163,0.1126,0.2863,0.518
2.728873,-0.1828,-0.0444,0.1701,0.254
2.737436,-0.1753,-0.1525,0.0943,0.251
2.747397,0.1158,-0.1724,0.1464,0.254
2.757045,0.1037,-0.2414,0.2774,0.382
2.767132,0.0238,-0.1930,0.1744,0.261
2.779421,-0.0845,-0.1740,0.1791,0.264
2.787294,-0.1143,-0.0472,0.1350,0.183
2.797069,-0.2127,0.0206,0.0321,0.216
2.807209,-0.0860,0.0396,-0.0516,0.108
